lyrics,label
"[Intro: Daddy Yankee, Héctor ""El Father""]
Nuevamente empezó la masacre
De cacería El Boss con El Father
Va caliente directo a las venas
Son los capos poniendo a las nenas
[Coro: Daddy Yankee, Héctor ""El Father""]
En tensión
Daddy las pone en tensión
Héctor las pone en tensión
El Boss las pone en tensión
El Father las pone—
[Verso 1: Daddy Yankee, Héctor ""El Father""]
¿Qué pajó? Ma' no te pongas tímida
¿Qué pajó? Échate pa' acá enseguida
Tengo la sábana de seda, lo que va a pasar que suceda
Si tú vive lejos, te hospedas, y si te gusta, te quedas
Sé que les duele, sí, yo soy el que hago que tu vuelo se cancele
Hey Father, dele, la pena capital pa'l que se nos revele
¿Qué tú quieres?, ¿que te vuele?
Mi transformer hace que tú te congele
Nosotros aquí estamos chilling
Pa' eso no roncan, y después lo vemos a ustedes
[Coro: Daddy Yankee, Héctor ""El Father""]
En tensión
Daddy los pone en tensión
Héctor los pone en tensión
El Boss los pone en tensión
El Father los pone—
[Verso 2: Daddy Yankee, Héctor ""El Father""]
Hey, ¿qué pasa wey?, seguimos siendo la ley
De Japón a Cayey, ¿qué pasa?, ¿vos no entendéis?
Vos los sabéis, esta es la combi más temida como Shaq and Wade
Como los mato el orgullo, cuando gracias a nojotros' ustedes tienen lo suyo
[Puente: Daddy Yankee & Héctor ""El Father]
Andamos bien guilla'o, par de gatas hemos pilla'o
Seguimos en la calle haciendo maldades, no nos han acribilla'o
Andamos bien guilla'o, par de gatas hemos pilla'o
Seguimos en la calle haciendo maldades, no nos han acribilla'o
[Coro: Daddy Yankee, Héctor ""El Father""]
En tensión
Daddy las pone en tensión
Héctor las pone en tensión
El Boss los pone en tensión
El Father los pone—
[Puente: Daddy Yankee & Héctor ""El Father]
Andamos bien guilla'o, par de gatas hemos pilla'o
Seguimos en la calle haciendo maldades, no nos han acribilla'o
Andamos bien guilla'o, par de gatas hemos pilla'o
Seguimos en la calle haciendo maldades, no nos han acribilla'o
[Outro: Daddy Yankee, Héctor ""El Father""]
Daddy!
Héctor El Father
Oye, la esencia
Daddy!
Este es El Cartel
Al cartel que muchos de ustedes no pueden entrar, ¿oíste?
Pa' entrar aquí hay que ser un hombre
El código que muchos no entienden en este género",NP
"[Intro]
En el valle de la muerte algunos viven por suerte
Aprendí que solo cuento conmigo (Sí fui)
La calle te hace más fuerte para hacer que yo recuerde
Uno mismo es su peor enemigo
[Coro]
Oh, oh, el dinero está en mi mente (Money!)
Oh, oh, demasia'o inteligente (No sé lo que dices)
Oh, oh, siempre mirando pa'l frente
Soy el más duro, soy el más duro
[Verso 1]
Tengo el corazón muy grande pa' este mundo tan pequeño
Donde quiera que me pare voy pa'lante con to'
De mi vida soy el dueño
Viviendo en la era donde el dinero pierde el flujo
Donde muere el inocente y ser chota es un lujo
Todo mundo mete cabra
Hoy en día cualquiera hala
Pero dónde puñeta están las escritas y las palabras
Bichote, ya es historia
Perdió su convocatoria
En la calle nadie respeta
Buscando poder y gloria, yeah
Por Eso A Mi Es Ke Me Velo
Y Ando Too El Tiempo Ariscao
Solamente Confian De Mi De Mi Lao
No Sale De La Noticia Muy reventado
Kien Sobrevive En El Barca Del Caribe
Kien Sobrevive En El Barca Del Caribe
[Puente]
Y aquí nadie está pa' mí
Me obligaste a pensar e mí
Yo no voy a parar
En esta tierra de nadie
Solo estoy pa' lo mío, pa' lo mío
Y no voy a parar
[Coro]
Oh, oh, como el dinero en mente como tú también
Oh, oh, la sangre corre caliente por toda mi piel
Oh, oh, en este tiempo decides ser el débil
O ser el más duro, ser el más duro (Tú decides)
[Verso 2]
Soy el niño del viejo milenio, el hombre del nuevo milenio
Y a estas alturas la solución todavía es un misterio
Desde el 90 aquí se vive un infierno
¿Cómo los que meten fuego eterno no pueden un carajo callar al gobierno?
Somos el resultado de la pasada generación
De los que nos juzgan como si estuvieran limpios del corazón
Cuando todos tenemos culpa de cargos, matamos
Pero nosotros no traímo' la droga y ni la inventamo'
El diálogo es el plomo-plomo dondequiera que me asomo-somo
Pero el duro no deja que se le trepen al lomo-lomo
Habládonos hablan donde calla la gente que roza
Puede llevar el caballo al río, que beba agua es otra cosa
[Puente]
Y aquí nadie está pa' mí
Me obligaste a pensar e mí
Yo no voy a parar
En esta tierra de nadie
Solo estoy pa' lo mío, pa' lo mío
Y no voy a parar
[Coro]
Oh, oh, como el dinero en mente como tú también
Oh, oh, la sangre corre caliente por toda mi piel
Oh, oh, en este tiempo decides ser el débil (Yeah)
O ser el más duro, ser el más duro (Tú decides)
[Outro]
Ese es el estado mental el cual estamos viviendo hoy en día
No esperes que cambie mi actitud, ¿oíste?
El más que controla es el menos se deja ver
The Boss!
El más duro
Mucha inteligencia
Los De La Nazza",NP
"[Estribillo]
Veo toda esta ciudad y no, no encuentro más que puro dolor
Como un campo de luces se encienden las noches con la soledad
Veo cientos de fantasmas, buscando recuerdos en dónde llorar
El mío es tu rostro, tus ojos, tus labios y en años dime que vas a regresar
Veo toda esta ciudad y no, no encuentro más que puro dolor
Como un campo de luces se encienden las noches con la soledad
[Puente]
Ah, ah, ah, ah
[Verso]
Duermo pensando olvidarme de ti
Llegar a San Lucas, dejarte morir
Te fuiste bailando y sonriendo sin mí
Y ahora yo lloro un fantasma de ti
[Estribillo]
Veo toda esta ciudad y no, no encuentro más que puro dolor
Como un campo de luces se encienden las noches con la soledad
[Outro]
Ah, ah, ah, ah",NP
"[Intro]
¡Yas!
[Verso 1]
En la calle caminando, miradas en mí posando
No entiendo qué están mirando y yo sólo estoy rezando
Mentiría si yo digo que no siento algo de miedo
Y sólo voy cuestionando si la hago o no de pedo
Pero, ¿pa' qué esconderse? Eso no sirve de nada
Dale algo que admirar a una mente tan cuadrada
Al salir con mis amigues a la calle a dar la vuelta
Me siento empoderado y también algo más suelta
Amix que no te importe que yo haga lo que quiera
No es tu vida, es la mía, y la vivo a mi manera
Mira qué te digo, no pienso ser aburrido
Es gracioso cómo azota ver a un vato con vestido
[Coro]
Me siento agredido, agredido, agredido
Me mantengo fuerte, me mantengo fuerte
He sido maldecido, maldecido, maldecido
Maricón hasta la muerte, muerte, muerte, muerte, muerte
[Verso 2]
Me dicen que soy valiente al salir así a las calles
No le veo mucho pedo, sólo sal y no te rayes
Digan lo que sea por vestirme a mi manera
¿Por qué les molesta tanto que yo haga lo que quiera?
Ponen cara de susto y ya estoy acostumbrado
Pero, seño', no hice nada, sólo existo a su lado
Con el tiempo uno aprende de la gente y su ignorancia
Este patriarcado está latente
Ya sea en México o en Francia
[Coro]
Me siento agredido, agredido, agredido
Me mantengo fuerte, me mantengo fuerte
He sido maldecido, maldecido, maldecido
Maricón hasta la muerte, muerte, muerte, muerte, muerte",P
"[Intro: Ozuna]
Woh-oh, oh-oh
Woh-oh-oh-oh
Ozuna
[Coro: Ozuna]
Yo te vi ese día en el club, pero luego de eso te perdí, yeah
Yo sé que eres una del top, pero aprovecha que estoy aquí
Quiero devorarte, quisiera escaparme
Bailar to'a la noche, eh, junto a ti, baby
[Post-Coro: Ozuna]
(Báilame, el DJ la prendió, oh
Báilame, el DJ la prendió)
Woh-oh, oh-oh
Yeah-eh, eh-eh
Hi Music Hi Flow, yeah
(Báilame, el DJ la prendió, oh
Báilame, el DJ la prendió)
Woh-oh, oh-oh
(Báilame, el DJ la prendió, oh
Báilame, el DJ la prendió)
Dímelo, Gotay
Baby, eh, eh
(Báilame, el DJ la prendió, oh
Báilame, el DJ la prendió)
[Verso 1: Ozuna]
Cuatro 'e la mañana en el baile
Sudando como que me falta el aire
De ese jarabe, mami, tú tráeme
Mi cama nos espera, así que caile
Una demente, me gusta cómo me usa
Te veo y es como si yo me llenara de musa (Woh-oh-oh)
Róbame así como una intrusa (Yeah-eh-eh)
Rómpela, y no se me rehúsa (Baby)
[Pre-Coro: Ozuna]
Llega y se queda con el club (El club)
El corillo 'e su' amiga' le llegó (Le llegó)
Yo sé que eres una del top
Báilame, el DJ la prendió, oh
Llega y se queda con el club (El club)
El corillo 'e su' amiga' le llegó (Le llegó)
Yo sé que eres una del top
Báilame, el DJ la prendió, oh
[Coro: Ozuna]
Yo te vi ese día en el club, pero luego de eso te perdí, yeah
Yo sé que eres una del top, pero aprovecha que estoy aquí
Quiero devorarte, quisiera escaparme
Bailar to'a la noche, eh, junto a ti, baby
[Post-Coro: Ozuna]
(Báilame, el DJ la prendió, oh
Báilame, el DJ la prendió)
Woh-oh, oh-oh
Yeah-eh, eh-eh
Hi Music Hi Flow, yeah
(Báilame, el DJ la prendió, oh
Báilame, el DJ la prendió)
Woh-oh, oh-oh
(Báilame, el DJ la prendió, oh
Báilame, el DJ la prendió)
Dímelo, Gotay
(Báilame, el DJ la prendió, oh
Báilame, el DJ la prendió)
[Verso 2: Diddy & Ozuna]
Ozuna, let me talk to her, check this out (Let's go)
My old thing back in the game
Gave her the game but she still left me with the pain (Woh-oh-oh)
I guess I need a girl again
Somebody I could marry, give the world again (Yeah-eh-eh)
'Cause the sun don't shine forever, unless it's bad boy (Woh-oh-oh)
Then you know that we ride forever
Necesito una niña, Cîroc con piña
We in Puerto Rico, una mami latina, yeah
[Pre-Coro: Ozuna]
Llega y se queda con el club (El club)
El corillo 'e su' amiga' le llegó (Le llegó)
Yo sé que eres una del top
Báilame, el DJ la prendió, oh
Llega y se queda con el club (El club)
El corillo 'e su' amiga' le llegó (Le llegó)
Yo sé que eres una del top
Báilame, el DJ la prendió, oh
[Coro: Ozuna]
Yo te vi ese día en el club, pero luego de eso te perdí, yeah
Yo sé que eres una del top, pero aprovecha que estoy aquí
Quiero devorarte, quisiera escaparme
Bailar to'a la noche, eh, junto a ti, baby
[Outro: Diddy & Ozuna]
(Báilame, el DJ la prendió, oh
Báilame, el DJ la prendió)
Jaja
Ozuna
They call me ""Diddy""
(Báilame, el DJ la prendió, oh
Báilame, el DJ la prendió)
DJ Snake
Hi Music Hi Flow, yeah
Yeah
(Báilame, el DJ la prendió, oh
Báilame, el DJ la prendió)
Bad boy
Dímelo, Gotay
(Báilame, el DJ la prendió, oh
Báilame, el DJ la prendió)
I see you, girl
Baby, eh-eh
Let's go!",NP
"[Intro: Ozuna, Wisin & Yandel]
Baby (Oh, oh)
Esa mirada era la señal que yo esperaba (Eh, eh)
Baby, no te vayas
Ozuna
W y Yandel
[Pre-Coro: Ozuna, Wisin & Yandel]
Quédate aquí un rato más (Eh-eh)
Que odio cuando tú te vas
Y extrañarte (Extrañarte)
Me hace mal (¡W, Yandel!; me hace mal)
¿Qué tal si vemos el amanecer (¡Yeah!)
Y pasamos la noche piel con piel?
Cuando estamos a solas
Ya no puedo aguantar (¡Prende!)
[Coro: Yandel, Ozuna & Wisin, Yandel & Ozuna]
Tengo ganas de besarte, acariciarte (Tra, tra; acariciarte)
Una noche no bastará para saciar (Oh, oh, oh)
Estas ganas de besarte (Besarte), acariciarte (Woh-oh, oh-oh)
De tus labios, tu cuerpo; de ti quiero más
Quiero más de tu piel, tu carita sensual
Y tu manera (Eh, eh; ¡La Gerencia!) de besar (De besar)
Quiero más (¡Duro!) de tu piel, tu boquita probar
Y tu manera de tocar (Tú me debe' algo, bebé; ¡yeah!)
[Verso 1: Wisin]
Solo dime si te atreves (Pah), baby, dame lo que me debes
Cuando estás encima, me mata cómo te mueves (Tra, tra)
Te encanta retarme pa' que te pruebe (Yeah)
Me llamas cuando bebes, te gusta hacerlo cuando llueve (¡W!)
Y yo quiero conocer lo que va a suceder (Tra, tra, tra)
Tu cuerpo es el culpable de lo que te voy a hacer (Duro, duro)
Este deseo no quiere ceder, me tienes que entender
(¡Dime, Yandel!)
[Coro: Yandel, Ozuna & Wisin, Yandel & Ozuna]
Tengo ganas de besarte, acariciarte (Acariciarte)
Una noche no bastará para saciar (Oh, oh, oh)
Estas ganas de besarte (Besarte), acariciarte (Woh-oh, oh-oh)
De tus labios, tu cuerpo; de ti quiero más
Quiero más de tu piel, tu carita sensual
Y tu manera (Eh, eh; ¡La Gerencia!) de besar (De besar)
Quiero más (¡Duro!) de tu piel, tu boquita probar
Y tu manera de tocar (Yo necesito estar contigo)
[Puente: Wisin & Ozuna]
Permítame (W)
Estar contigo a solas otra noche (Tan sólo una noche)
Mi mente descontrolas (Tú me dice')
Cuando te pegas y te mueves así, no puedo aguantar (¡Yeah!)
Dame tu cuerpo (Woh-oh, oh-oh)
Tengo ganas de ti y yo quiero más (Ozuna)
[Verso 2: Ozuna & Wisin]
Déjame saber, que quiero má'
De lo bueno que siempre me das (Tra, tra)
Siempre que la llamo, ella está (Tra, tra; yeh-eh)
Peleamo' y me dice que se va (Se va; tra)
Arreglamo' solamente en mi cama na' má' (Oh-oh-oh-oh)
Tú sabes que ya quiero que tome control (Oh, oh)
Nos bebemo' una botella pa' sanar tu corazón (Corazón)
Música pa' que te olvide' de amor nadie se murió
Quiero hacerlo como cuando mi cuerpo te conoció, be-beba
(Okey, ""La Leyenda"")
[Coro: Yandel & Ozuna]
Tengo ganas de besarte, acariciarte (Acariciarte)
Una noche no bastará para saciar (Oh, oh, oh)
Estas ganas de besarte (Besarte), acariciarte (Woh-oh, oh-oh)
De tus labios, tu cuerpo; de ti quiero más
Quiero más de tu piel, tu carita sensual
Y tu manera (Eh, eh) de besar (De besar)
Quiero más de tu piel, tu boquita probar (Woh-oh, oh-oh)
Y tu manera de tocar (De tocar)
Quiero más
[Outro: Ozuna & Wisin]
Es inevitable
Baby
Las potencias del movimiento
Ozuna
W y Yandel (W, Yandel)
Aura (¡Yeah!)
Woh, oh (Tra, tra, tra, tra, tra)
Hyde ""El Químico""
Los Legendario'
¡Gaby Music!
Muchachos, de acá arriba ustede' no se ven
En Las Mayore', jaja",NP
"[Intro: Ozuna]
Ozuna
[Pre-Coro: Ozuna]
Tú le tira' y no contesta (Tira y no contesta)
Son tanto' tirando al DM, nunca ve la respuesta (Nunca la respuesta, ah)
Ya no quiere compromiso (Eh, eh)
Ella lo que quiere es tussi, mari, Perco, molly (Molly)
Pa' estar bien loca en el party
'Tá bien suelta, lo veo en su story (Eh, eh, ja)
Mai, dime qué tú quiere', porque
[Coro: Nesi & Ozuna]
Papi, contigo quiero (Woh-oh)
Yo quiero, yo quiero (Woh-oh-oh)
Papi, contigo quiero (Woh-oh-oh)
Yo quiero, yo quiero (Eh, eh)
Ay mami, contigo quiero (Woh-oh)
Contigo quiero
Dale, mami (Mami), contigo quiero (Woh-oh)
Contigo quiero
[Verso 1: Ozuna]
Pantalla' en los pеzone', quiere quе se le note
Ella se puso spicy, cumplió los diecinueve, 'tá afuegote
Sube foto' que se le ve to' el culote
Toa' las amiga' tienen que pasar la prote
Atenta si le llega La Suzi
Un día 'e rola', otro día de tussi
Es stripper, pero no vende la pussy
Solo dime qué tú quiere', baby
[Coro: Nesi & Ozuna]
Papi, contigo quiero (Woh-oh)
Yo quiero, yo quiero (Woh-oh-oh)
Papi, contigo quiero (Woh-oh-oh)
Yo quiero, yo quiero (Eh, eh)
Ay mami, contigo quiero (Woh-oh-oh)
Contigo quiero
Dale, mami (Mami), contigo quiero (Woh-oh)
Contigo quiero
[Puente: Ozuna]
Y dime qué tú quiere'
Mari, Perco, molly
Tussi, mari, Perco, molly
Tussi, mari, Perco, molly
Perco, molly, Perco, molly
Pa'-Pa' estar bien loca en el party
Pa'-Pa' estar bien loca en el party
Pa'-Pa' estar bien loca en el party
Tussi, mari, tussi, mari
[Verso 2: Nesi]
Mo-Molly, Perco, mari (Ah)
Si tú quiere' te convierto en mi daddy
En la foto no tiro commentary (Ah)
La madre de quien me dañe el party
Sin mi 602 no me pongo contenta
Lo que pase entre tú y yo lo grabamo' en cámara lenta
[Coro: Nesi & Ozuna]
Papi, contigo quiero
Yo quiero, yo quiero
Papi, contigo quiero
Yo quiero, yo quiero
Ay mami, contigo quiero
Contigo quiero
Dale, mami, contigo quiero
Contigo quiero
Dime qué tú quiere'",NP
"[Verso 1]
Estrellas y mar, ya cantan sin cesar
No paro de soñar, su esencia sensacional
Su mirada miel, se tienta a conquistarme
Yo le digo ""ya, ya no puedo más""
[Puente]
Vete ya de aquí
No me quiero enamorar otra vez de ti
La-la-la-la-la, la-la-la
La-la-la-la-la, la-la-la-la-la
[Verso 2]
Se acerca a mí, no me puedo mover
Su mirar tan sutil, me quiere convencer
Que ya no queda más, me tengo que quedar
Cómo decirle ""no"", a su tan grande amor
A su tan falso amor, a su tan débil amor",NP
"Sabes, que para ti soy magnética sabes, que como yo nadie encontrarás sabes, porque yo soy en tu vida algo mágico, íntimo, único, cálido
Amor, donde quedo tu corazón?
A dónde se fue tu atención? Si todo tienes conmigo y yo estaba contigo porque me apagaste amor, que fue lo que te transformo, si el viento sopla a tu favor, no esperes hay que aceptar reconquistarme, amame, encuentra lo que se perdió
Sabes, que no puedo ser patética, sabes que aunque duela soy auténtica, sabes que sobrara quien me quiera y si tu no te esperas pierdes a tu reina, lo sabes que llorarás por mi ausencia, lo sabes así que toma las riendas y hazme sentir que eres en mi vida algo mágico, íntimo, único, cálido
Amor, donde quedo tu corazón?
A dónde se fue tu atención? Si todo tienes conmigo y yo estaba contigo porque me apagaste amor, que fue lo que te transformo, si el viento sopla a tu favor, no esperes hay que aceptar reconquistarme, amame, encuentra lo que se perdió
Lo que no sabes es que a mi lado es más larga la primavera, y que el otoño con mi amor es más dorado, y que el invierno tiene el fuego de mi abrazo, lo que no sabes, lo que no sabes, que en tus batallas soy escudo que te cuida, que en tus heridas soy beso que cauteriza, que no hay derrota que haga que yo no te siga lo que no sabes, lo que no sabes es lo que pierdes, si me pierdes pierdes tanto
Amor, donde quedo tu corazón?
A dónde se fue tu atención? Si todo tienes conmigo y yo estaba contigo porque me apagaste amor, que fue lo que te transformo, si el viento sopla a tu favor, no esperes hay que aceptar reconquistarme, amame, encuentra lo que se perdió, no esperes hay que aceptar reconquistarme, amame, encuentra lo que... Se perdió",NP
"Hola puta
¿Vamos por unos chakales súper cukis o que? Amiguitzi, como crees, yo ya cambié
A)
Prohibido amiga
Que comience la putería
Play a la putería
Play a la putería
Play a la putería
Hoy se posa el coño, pausa
Y mueve las tetas, pausa
Y mueve el coño, pausa
Y mueve las tetas, pausa
Hoy se posa el coño, pausa
Uhh, ahh (y lo sabes bebé)
Uhh, ahh (y lo sabes bebé)
Ah, ah, ah, y lo sabes de mujer LO)
Que comience la putería
(Muaaa)
Que comience la putería
Play a la putería
Play a la putería
Play a la putería
Hoy se posa el coño, pausa
Y mueve las tetas, pausa
Y mueve el coño, pausa
Y mueve las tetas, pausa
Hoy se posa el coño, pausa
Uhh, ahh (y lo sabes bebé)
Uhh, ahh (y lo sabes bebé)
Ah, ah, ah, y lo sabes de mujer Umm, pausa (Y lo sabes bebé, ¡Ya!) Que comience la putería",P
"[Verso 1]
Y tú quieres que te siga el juego
Que me vuelva loco purgando mis venas
Y siempre tratas de hacerme volar
En tu cielo y me vuelas como una cometa
Y tú quieres que te extrañe, te aborrezca
Y tú quieres que tumbe la puerta
Llegar siempre tarde, cuidar la apariencia
Que te siga siempre la corrientе
Aunque no seas coherеnte, quiero descansar
[Pre-Coro]
Tú quieres que te extrañe, te aborrezca
Y tú pides recompensa, que te absuelvan
[Coro]
Desde que me fui, te he dejado atrás
En un limbo azul, suspendida al ayer
Lo dejé todo flotando en el agua
Buscar mi visión fue mi mejor decisión
[Verso 2]
Y tú quieres que te siga el juego
Que me vuelva loco purgando mis venas
Y siempre tratas de hacerme volar
En tu cielo y me vuelas como una cometa
[Pre-Coro]
Tú quieres que te extrañe, te aborrezca
Y tú pides recompensa, que te absuelvan
[Coro]
Desde que me fui, te he dejado atrás
En un limbo azul, suspendida al ayer
Lo dejé todo flotando en el agua
Buscar mi visión fue mi mejor decisión
[Puente]
¿Que si volveré a pensarte?
Eso aún yo no lo sé
¿Que si volveré a amarte?
No puedo decir que no
[Coro]
Desde que me fui, te he dejado atrás
En un limbo azul, suspendida al ayer
Lo dejé todo flotando en el agua
Buscar mi visión fue mi mejor decisión
Desde que me fui, te he dejado atrás
En un limbo azul, suspendida al ayer
Lo dejé todo flotando en el agua
Buscar mi visión fue mi mejor decisión",NP
"Me estoy enamorado de una chica que es muy guapa
Lo sé lo sé
Y cuando yo la miro todo el cuerpo me empieza a temblar
Y no se
Y quiero que se entere que me gusta pero
Es muy popular ya se ni idea de cómo hablarle
Sin embargo yo lo intentaré, lo intentaré
[Coro]
Hey there ¿Como te va?
A mí súper bien he visto una estrella frente a mí
Hey there ¿Como te va?
No pienses mal te en visto en mis sueños hoy y siempre
Hoy y siempre, te visto en mis sueños hoy y siempre
[Verso 2]
Ella me mira
Y sonriente creo
Que todo va muy bien muy bien
La tomo de la mano y el ambiente se pone mejor (OH MY GOD)
[Coro]
Hey there ¿Como te va?
A mí súper bien he visto una estrella frente a mí
Hey there ¿Como te va?
No pienses mal te en visto en mis sueños hoy y siempre
Hoy y siempre, te visto en mis sueños hoy y siempre
[Outro]
Hey my lady
Come on be my lady
There's a world out there I wanna  show you
Oh yeah
Hey my lady
Come on be my lady
There's a world out there I wanna  show you
We'll be ok I swear",NP
"[Pre-Estribillo]
No sabe disimular
El tiempo le sanó la' herida' y ella con su amiga quiere vacilar (Quiere vacilar)
Se va de viaje, compra ropa cara, ella es cara y le gusta portarse mal
Bailando la miro a la cara, en la calle clara, independiente no quiere amarrar
[Estribillo]
DJ, póngale música, perreo que le gusta (Que le gusta)
E' un peligro pero eso e' lo que ella busca (Lo que ella busca)
Traje de brillo hace que ella luzca (Woh-oh)
Ven, báilame pa' que me seduzca' (Me seduzca')
Es que ya pasó la hora y yo sigo preguntándome por qué te demora' (Te demora')
Un placer es preguntar su nombre ahora
El alcohol hace que pase, tráigale lo que ella toma, yeah-eh
[Verso 1]
Hágale, beber de má' (Beber de má')
La disco está explotá'
Le mete, le mete, no se quita (Oh-oh-oh)
Vestía' completa 'e Balenciaga
Siempre la tiene chambeá', por si pasa algo nunca se queda, yeah
Métele, métele má' (Métele má')
La disco está explotá'
Le mete, le mete, no se quita (No se quita)
Vestía' completa 'e Balenciaga (Eh, eh)
Siempre la tiene chambeá', por si pasa algo nunca se queda, eh (Baby)
[Puente]
No sabe disimular (No sabe disimular)
El tiempo le sanó la' herida' y ella con su amiga quiere vacilar (Quiere vacilar)
Se va de viaje, compra ropa cara, ella es cara y le gusta portarse mal (Oh-oh-oh)
Bailando la miro a la cara, en la calle clara, independiente no quiere amarrar
[Verso 2]
DJ, ya pasó la hora, ya se vale (Se vale)
Dice que ella e' que ha perdío' los modale'
Que rompe pista, que no hay quién la iguale (Woh-oh)
La chamaquita no parece que sabe
Nadie la enamora
Pero me busca, soy yo el que la acalora (Acalora)
Cuando ella fuma se olvida de la hora (Woh-oh)
Le llega casi, rompe la abusadora, yeh-eh-eh
[Pre-Estribillo]
No sabe disimular (Disimular)
El tiempo le sanó la' herida' y ella con su amiga quiere vacilar (Quiere vacilar)
Se va de viaje, compra ropa cara, ella es cara y le gusta portarse mal
Bailando la miro a la cara, en la calle clara, independiente no quiere amarrar (Ja)
[Estribillo]
DJ, póngale música, perreo que le gusta (Que le gusta)
E' un peligro pero eso e' lo que ella busca (Ella busca)
Traje de brillo hace que ella luzca (Woh-oh)
Ven, báilame pa' que me seduzca'
Es que ya pasó la hora y yo sigo preguntándome por qué te demora' (Por qué te demora')
Un placer es preguntar su nombre ahora
El alcohol hace que pase, tráigale lo que ella toma, yeah-eh
[Outro]
Oh-oh
Ozuna (Ozuna)
Nibiru (Nibiru)
Full Harmony
YannC El Armónico
Hi Music Hi Flow
Yeh-eh (Yeh-eh)
Dímelo Gotay (Woh-oh)
Tú sabe' mai' (Jeje)
Nibiru (Que le gusta)",NP
"De tenerte entre mis brazos
Y es el día ha de llegar
Desde hace mucho tiempo que me gustas
Y lo que me gusta mucho lo obtengo
Con toda seguridad
Yo no he perdido la esperanza
De que un día tú me quieras
Y algún día me querrás
Tarde o temprano serás mía
Yo seré tuyo algún día
Y lo tengo que lograr
Que conste amor que ya te lo advertí que no
Descansaré hasta que seas mía nomás
Pues tu me gustas de hace tiempo mucho tiempo atrás
Me gustas mucho, me gustas mucho tú
Tarde o temprano seré tuyo y mía tú serás
Me gustas mucho, me gustas mucho tú
Tarde o temprano seré tuyo y mía tú serás
¿Y yo te gusto? Me gustas mucho tú
Tarde o temprano seré tuyo y mía tu serás
Y no te oigo porque traes tennis
Que conste amor que ya te lo advertí que no
Descansaré hasta que seas mía nomás
Pues tu me gustas de hace tiempo mucho tiempo atrás
Me gustas mucho, me gustas mucho tú
Tarde o temprano seré tuyo y mía tu serás
¿Y yo te gusto? Me gustas mucho tú
Tarde o temprano seré tuyo y mía tu serás",NP
"[Intro: Frankie Ruiz & Farruko]
(Y vuelvo con el caballito
Y vuelvo)
Vuelvo a nacer
¡Farru!
Yah-yah-yah
(Vuelvo a nacer)
¡Pu-pu-pu-pu!
Pri, yah, yah
[Verso 1: Farruko]
Hoy siento que vuelvo a nacer (¡Blep!)
Yo no nací pa' perder (¡Yo!)
Pa' llegar aquí me tuve que joder
Y le doy gracias a Dios por ayudarme a vencer (¡Po!)
Todo' los obstáculo' que se me ponen al frente (Yah-yah-yah)
Yo soy yo, y no me importa lo que diga la gente (¡Pu-pu-pu-pum!)
Porque hablan de espalda y ninguno me tira de frente (Eh-eh-eh)
Así soy yo no le tengo miedo a la muerte (Yah-yah; ¡pum!)
Si hay que empezar de cero comenzaré (Comenzaré)
Si todo lo pierdo lo recuperaré (Recuperaré)
Y como un guerrero no me rendiré
Joseando y luchando por mis hijos todo lo daré (Yeh)
Par de veces me tocó la puerta la muerte
Yo creo en el destino no creo en la suerte
Los cantazos me hicieron más fuerte
Y hoy (¡Farru!)
[Coro: Frankie Ruiz & Farruko]
(Vuelvo a nacer
Vuelvo a nacer)
Pero dile como dice Frankie
(Vuelvo a nacer)
Vuelvo a nace-e-er
Pri-yah-yah-yah
(Vuelvo a nacer)
¡Pu-pu-pu-pum!
[Verso 2: Farruko]
Vuelvo a nacer
Cuando nadie creía
Cuando ya no existía esperanza ni fe
Vuelvo a nacer
Fue un milagro divino
Encontré ya el camino y desperté, eh-eh
Jajajaja
¡Farru!
[Coro: Frankie Ruiz & Farruko]
(Vuelvo a nacer
Vuelvo a nacer)
Pero dile como dice Frankie
(Vuelvo a nacer)
Vuelvo a nace-e-er
Pri-yah-yah-yah
Pri, yah, yah",NP
"[Intro]
Ay chuihuahua
[Verso 1]
Yo nac,i solo para querer
Si me quieren, ya es mucha ganancia
De mi vida que puedo ofrecer
Lo que tengo, no tiene importancia
[Verso 2]
Si un amor llegara a mi vida
Le abriria las puertas de mi alma
Eso si he guardado sorpresas
Las guarde poco a poco y con calma
[Pre-Estribillo]
Le dare poquito a poquito
Para que nunca se canse y se valla
[Estribillo]
Yo naci, solo para dar
Y si me dan ya es mucha ganancia
La sorpresa mas grande que tengo
Quien la quiera que venga a buscarla
Pero soy muy pobre
Te advierto mujer
Si te animas nos veos mañana
[Puente]
Le dije que mañana
No se apresure
Tu tu tu tu
Ventajoza
[Estribillo]
Yo naci, solo para dar
Y si me dan ya es mucha ganancia
La sorpresa mas grande que tengo
Quien la quiera que venga a buscarla
Pero soy muy pobre
Te advierto mujer
Si te animas nos veos mañana",NP
