,content,label
781,"Your score : 67.101, Try again! I think you can do it well! url

Los reto pinches puñales: @samuelpi_ @markcups @santa_nero 
Saque 67, no sean tramposos y contesten que sacaron a la primera.",P
782,#Entérate Hotel indemnizará a pareja gay que negó una habitación url,NP
783,@tuca_ferretti @MiguelHerreraDT si  que paso pinche piojo puñal jajajajaja   profe tuca es lo máximo usted   vamos por la  sexta copa  :),P
784,Drag Mommy 🏅🎆✨ en Santuario de Nuestra Señora de Guadalupe url,NP
785,"@militaChihuahua @ana0omela por Tagore, papinni o por rarita?",NR
786,"Cuando me dicen “no hay ningún [ x profesión ] gay”

Yo solo pienso JAJAJAJAJAJAJJAJAJAJAJAJAJAJA

Aplica para futbolistas/boxeadores/músicos rancheros/policías",NP
787,"Oigan. ¿Tienen un tema que quisieran que levante para mañana en Roja?

Tengo anotado hablar el tema de gente trans en competencias (deporte, belleza, etc.) y de BeatyGate en los iphone.

pero no se si les suene algo más",NP
788,"👏
""@El_Universal_Mx: #Italia ha facilitado la adopción de hijos biológicos de parejas de un homosexual o lesbiana url""",NP
789,"Las personas bisexuales, son constatemente invisibilizadas y excluidas, la @CIDH y la @OEA_oficial hacen un llamado para tomar medidas urgentes para prevenir, sancionar y erradicar la violencia bifóbica. 
Abracemos nuestra diversidad 💖💙💜 url",NP
790,"@irenevaldivia_ @HernanGomezB @Dana_Corres @laurelyeye @ElOctagonoTV Además, Impresionante como ignoran del total a la gente nb, hombres trans y.. no se. A las personas gestantes de las cuales tanto se están quejando las radicales.",NP
791,"@arq_jota @velocipedocdmx Unidad MX0na0-E5 de #TransitoCDMX, no ubico vehículo infractor, gracias por su reporte. url",NR
792,"Nel, en Reforma nanana no dejan entrar gente Trans al baño. punto.

por ej: @fer_orozco dice es una falta de respeto

🙄 url",NP
793,"Me da mucha risa que yo engañe a este hetero y barias páginas lo subieron diciendo que ellas fueron quien engañaron al hetero RT y les subimos video por que los otros jotos ya no les pudieron subir nada por MENTIROSAS, NO ROBEN DA RT CULAS 👌🏼 url",NP
794,"Si existe “la más draga”, estamos de acuerdo que ha de existir también “la medio draga” “draga 80%” “draga 10%” y “draga con áreas de oportunidrag”",NP
795,Estoy loca si ando viendo vestidos de novia ?? Jajajajaja me amo xd,NR
796,"@JJDiazMachuca A la vestida,Lerdo, Madrazo, etc etc",NP
797,"para tuitear pendejadas de desamor, tu @ username tiene que hacer referencia a eso, de lo contrario todos los que te leen pensarán que te volviste loca y estás al borde del suicidio.
*tip",NR
798,Chale acompañe al Mike al Bodega y en la caja le agarre la espalda y la cajera se me quedó viendo como: mira este joto jajaja 🤣,NP
799,Rumbo al trabajo con mucho orgullo 🏳️‍🌈🏳️‍🌈🏳️‍🌈 una vez me preguntaron si pudiera pedir un deseo para dejar de ser url Conteste estoy tan orgulloso de ser gay que no me importa… url,NP
800,Por qué tengo ideas tan locas? 😬🙎🏻,NR
801,"@EpN   En Rusia va a ver Infiltración Homosexual mujer con mujer, violaran a las monjas, enseñando a los niños y jóvenes a tomar armas.",P
802,Tengo gustos bien maricas.,P
803,Y aparte una señora soltera! 😂 una señora soltera que quiere sentirse bien vestida para dormir. Lo voa poner en mi Bio.,NR
804,"@aurelionuno A ti lo que menos te importa es la niñez mexicana, los utilizas para escudar tus mezquinos intereses, pinche mayate.",P
805,Les jurooooo que no queríamos bailar tan joto 😂😂😂😂😂😂😈 @danieltvherrera @arturomapache… url,P
806,"@edriu_ocanto ¿Cuál misterio?
La orientación sexual nada tiene que ver con el rol sexual.
Que un hombre bisexual guste de ser penetrado, no lo hace menos bisexual, no hace que deje de sentirse atraído por mujeres.
También hay que recordar que hay mujeres trans activas.",NP
807,"Les contare parte triste de la burbuja gay que nadie quiere hablar

El 81% de los homosexuales que conozco se quejan de la soledad y de la dificultad de conseguir una relación🤣",NP
808,@ale_macgirl me parecen discriminantes. Cada que sale una nota de “x persona trans es diputada” es como .. aja y que?,NP
809,Necesito que @fedepreisser suba su mejor foto del día de Niño!!!! por favor súbela!!!! Es la foto más épica del puto mundo!!!,NR
810,ES : UE reconoce uniones homosexuales como derecho humano url,NP
811,"@Bucio @Michoacano Ahh no he de haber confirmado que recuerde por qué DE ENTRADA, nunca tomo habitaciones compartidas.

La banda se pone punk si les aparece una vieja trans sorpresa. Me consta.",NP
812,"En fin, no veo una sola persona trans empresarial, los que MAS discriminan, presente en el #BuenaspracticasLGBT

/@Jacquie_LHoist @CriSzis",NP
813,@thalia por que me bloqueaste de #Instagram acaso te dolió lo que dije de tus thalifan la lencha esa?? Respondeme,P
814,"Asesinaba personas homosexuales y los torturaba.
Por favor deje de escribir idioteces. url",NP
815,MWES -  Alcalde brasileño borrará toda referencia homosexual de libros escolares - Alcalde brasileño borrará toda… url,NP
816,Yo pensé que estaba loca queriendo un cuarto rojo loco con un tubo (pole) jajajaja #50sombrasMasOscuras solo da más ideas 😂😂😂,NR
817,"Ew.
Te he de decir que la semilla de las clonas es gotas de lluvia jotas sobre la franja azul de un arco iris (por eso el amor a megaman). url",NP
818,Vivo mi vida loca de fangirl al 💯 url,NR
819,"Fue noche de vestidas, stre00ers, gogo's, Besos lesbico y besos de jotos url bienvenido a tampico",NP
820,"El actor @TheElliotpage se pronuncia como transgénero no binario y publica una carta abordando temas de inclusión alrededor de las comunidades LGBT+, latinxs y afroamericanxs. url",NP
821,@Enfranjados_DC @RayValenciaT Y los supuestos audios que tenía. La agresión a los aficionados. Es todo un maricon ese pepillo Hanan,P
822,"""... SOY CAMPEON NACIONAL 1989; 4 veces selección IPN vs UNAM; 3 Veces Selección NacionalTazón Azteca ; Campeón 1994 Liga Nacional F Máster"" "" y homosexual url",NP
823,"@bi_onica Consejo sincero, quema tu ropa o Clark las tendrá 😅",NR
824,"Transfóbas: ""LA IDEOLOGÍA DE GÉNERO ES IMpERIALISTA. ¿QUÉ COMO QUE ALGUIEN pUEDE SER DE GÉNERO NO BInaRIO? SON IDEAS EXTRANJERAS""

También transfóbas: ""DEFENDAMOS EL ESpAÑOL pERFECTO SIN FEMENINOS. EL DE LA REAL ACADEMIA.. ESpAÑOLA, DE ESpAÑA"".",NP
825,@RegioSumiso's account is temporarily unavailable because it violates the Twitter Media policy. Learn more.,NR
826,MWES -  Comunidad homosexual quiere el poder político: PES url,NP
827,@RusoZamogilny Antes les decían la Margaritas del Atlas hoy son LAS MARIQUITAS LIMOSna pUNTOS!!!,P
828,"@AlexaDurn11 Si jota, vamos por otros",NP
829,"paramount prepara dos películas de #Transformers, una se va a desarrollar en el universo presentado en #Bumblebee y la otra será un reboot de la franquicia, ¿Yuju? url",NR
830,"Mi próximo tatuaje será un "" soy lesbiana "" en la frente 🌚",NP
831,Por el Bi @USWNT url,NR
832,Perdonen me la vida pero yo no puedo andar tan guapa cuando hace tanto puto frio,NR
833,ya hay piso y paredes aplanadas. (@ tetolandia bis) url,NR
834,"@SoySubtitulado Oyem Eber. Te súper encargó a @CiciTamezExp, esta chavita y lo trae todo siendo abiertamente trans. Checa su IG (cici_tamez)",NP
835,Muestra @Disney besos entre homosexuales en caricatura url url,NP
836,Llevo 6 años de explicar la diferencia entre Trans y Cis.,NP
837,"Domingo de descanso. Manden inbox, hay que echar el chisme un rato. #mexicali #slrc #mexico #gay #gayboy #instagay #mxl #BajaCalifornia url",NP
838,"Iglesia, Estado, heterosexuales, homosexuales… en México, todos atacan a transexuales: ONGs url",NP
839,"En 15 minutos comenzamos, hoy les hablare de:
""Si Yo Fuera Gay"" 
url 
Y al terminar Estrenamos Encrucijada Blues!",NP
840,"ES : “Iglesia estaría encubriendo a los sacerdotes homosexuales”, dice 'Séptimo día' url",NP
841,"""Ojalá fueses más femenino como (inserte nombre), él SÍ es UN gay""

- Nadie, nunca. url",NP
842,Tener todos los álbumes de Justin en iTunes no me convierte en gay verdad?,P
843,"TEQUILA, LIMÓN Y BUEnaS RANCHERAS❤👌 pARA ESTOS pUTOS RECUERDOS JAJAJA",NR
844,"Este viernes los invito a que lean mi columna en el @Excelsior Les comento un poco acerca de Lori Lightfoot, la primera alcaldesa afroamericana y homosexual de Chicago. 
url url",NP
845,"@BniceSilva esta historia siempre me causa shock. Pasar de ser percibida como una mujer muy linda a ""la transexual que la logro"", fucha.",NP
846,"Estubieron de castros con su papelito, ahora van con la Yuri jajajaja en su más draga 

Flojera",NP
847,"NUEVO VIDEO EN DIAGNOCIS... Hablo de ser trans especie, con maquillaje por @yarecornio -&gt; url

¿Me ayudan a compartir?",NP
848,"@GarciaJhosman @SalmaLuevano @FNxFamilia Aquí se pueden expresar ideas cortas. Te invito nuevamente a que me mandes un correo y te comparto información. puedes dudar lo que sea, no me importa. Yo sí te creo que seas psicólogo y que seas homosexual: repito, no tengo por qué desacreditarte.",NP
849,@natydtls por que socialmente les es aceptable vivir como lesbianas enton no declaran disforia sino homosexualismo e igual cambian su genero,NP
850,"También vamos a presentar testimonio de mujer transgénero que narra la batalla por la rectificación de nombre y discriminación en el Estado. Los argumentos de cada una de las partes en el debate dicen mucho. Son 17 estados donde el matrimonio igualitario es legal. En Sonora, no. url",NP
851,"¿Aceptarías a tu hijo si fuera gay? ¡Todo puede pasar en @La3EnDiscordia! @RocioSAzuara le da su bendición a dos chicos homosexuales, mañana la repetición a las 1na:45 pm por @UnicableOficial ♥️🏳️‍🌈 #LoveIsLove #LoveWins #TodosSomosUnicable #La3raEnDiscordia #FelizMiércoles url",NP
852,"Matrimonio igualitario en todo México ✔️
Matrimonio igualitario en todo USA ✔️
Trans en los medios ✔️

No se pierdan el pride de mañana. 🌈",NP
853,Nuestro taxi trae toda la puta onda del mundo!!!' #Chiapas. Que día de aventura vivimos hoy! url,NR
854,"""¿por qué callar si nacimos gritando?""
.
.
.
.
#tuyyosomoscocut #cocutlgbti #cocut #lgbt #lgbtlove #love #amoresamor #loveislove #lgbtquotes #quotes #citas #lesbian #gay #bisexual #trans #queer #instalgbt #instagay… url",NP
855,"pUTA MADRE, NO QUE YA SÉ HABÍA IDO LA VIEJA QUE SE LA pASABA COGIENDO EN LOS DEpARTAMENTOS? ¿HAY Una NUEVA? pOR FAVOR CONFIRMEN. SOLO ESCUCHO LA CAMA Y LOS GEMIDOS DE LA VIEJA.",NR
856,"Curiosamente, mientras en todos lados usan el ""como niña"" para denostar por una supuesta inferioridad (""corres como niña"", etc).

En el raro mundo de la mujer trans, cuando te quieren insultar te dicen ""pareces hombre"". Y buscan remarcan que tan hombre eres, para.. hacerte menos.",NP
857,Detención arbitraria sólo por ser jóvenes y discriminación e insultos por ser homosexuales; esa es la policía de @ManceraMX,NP
858,"Uy ahora si todos aman a Justin Bieber, y antes criticándolo de maricon, gay, que es para pubertas, etc etc😑",NP
859,A los gays nos interesa esto: url,NP
860,#EnUnGrupoDeWhatsNoFalta quien ama url de la loca @math_jerry verdad @iDioscar 😍🎧,NR
861,@MH_Calderon gay la fox es chafa xD vas a ir a decameron ? Con nosotros ?,NP
862,"Domingay!

#gay #guy #cdmx #domingo #bed en Mexico City, Mexico url",NP
863,@_ItzelArizpe pero pues esta bien. No? Aclaro que lesbiana de las bonitas. De las que salen en las porno y así. No de las de Tacubaya,P
864,"@Jonathaan_J7 felicidades Jota Jota 😭🎉🍻😎⚽️ nos vemos muy pero muy pronto por allá primero Dios, para unas chevesillas tranqui 😁",NP
865,"Wey, quien en su sano juicio dedica como ""canción de amor"" I'll never love de Gaga. Js, es una canción de despedida no una canción romántica para dedicar a tu pareja actual.
Ni para eso sirven maricones. url",P
866,"Que se haga el trio pinches lesbianas JAJAJAJA
DENLE CLIC A MI TUIT FIJO
HAY SORpRESAS 

NOCHE DE CONFESIONES url",NP
867,"@fotofestin ¿que se requiere para que ustedes le digan ""mujer"" a una persona? url

Me arrepiento de apoyarlos. Neta.",NP
868,"Bien fregon para las fotos pero ya no aguanto 😭🐷 🤳😵
.
.
.
#gymmotivation #gymgay #gay #Gaymedellin url",NP
869,"Que te sorprenda un joto apoyando al PAN, eso es como un judío apoyando a Hitler. 😘 url",NP
870,"Me están diciendo que la iglesia con el papa “súper pro lgbt” que un día dijo la gente trans era tan peligrosa a la humanidad como la bomba nuclear .. 

¿Que esa iglesia no es tan pro LGBT? url",NP
871,Martes de trusa y trusa es la que usa este #bisexual #casado #activo #dominante #oralfan #kissblack #cdmx #morboso #underwearfan ¿les gustó de trusa blanca? @Funny_MXXX @Cab_Funny @underwearshare @CruisingEspia @DiversidadLGBTQ @Chacales_MXxx  @vergassexoxas @HombreEnTrusas url,NP
872,@cperaza @aletzbravo como tu no puedes MARICON,P
873,"“Mi amigo me rompió mi disco de los Hombres G.
—¿Y qué piensas hacer?
—Voy a vengarme de ese marica.”",NP
874,Loca pero no retrasada,NR
875,@oxalysversicolr Una puta llamada Jennifer 👁️👄👁️,NP
876,"A mi marido NO le hagan esto, plebes. La netaaaa tiene esposa loca y no le va a salir muy bien librado… #Avisados 👀 url",NR
877,Me hago lesbiana url,NP
878,@ciegopositivo @CriSzis Nel. Hasta lo considero insulto que me digan “un trans”.,NP
879,@honeystarla @RealMaroSilva a huevo si. Así los pendejos se alejan en FA y voila! Yo SIEMpRE digo soy Trans de entrada. (Lo tengo tatuado),NP
880,"El día de hoy me siento muy feliz de ser jota, no binarie, disidente, vestida, por que me ha costado un chingo estar paradx donde estoy ahora y encima de eso feli",NP
881,@bta_Demian Un maricón bárbaro.,P
882,Mi lencha :3,NP
883,Una nueva comisión en Túnez podría eliminar la ley anti-gay de ese país. personas como Mohamed no tendrán que cumplir 3 años de cárcel sólo por ser gay. ¡Firma la petición de Mohamed junto a @allout para exigir que se elimine el Artículo na30! : url,NP
884,"No se si es la cruda o realmente me impresióno, tanto que aun pienso en ella  jajaja que marica",NP
885,"@Le_Dudette Delineador de emergencia: SHARpIE (úsese con mucho cuidado, solo por fuera)

Y el glitter.. Máximo sugeriría abrazar a tu draga más cercana.",NP
886,"@Agentna1 @BaksLive @OsNoCa @SimnTolomeona @Do1orfifirio Ay si, ¿Cómo ven? Che llorón bolonero, jamás ando pidiendo chichi, maricón.",P
887,"Luego solo no me vengan a joder que una mujer trans la puede hacer un hombre en peluca, y luego al tiempo decirme que James Bond tiene que ser blanco si o si o si o si.",NP
888,"La persecución gay en México, historia de odio url",NP
889,@OsosMusculososM @CapitalHumanoEE @latinfashionews @baruchdom @Indiwulf @JAIMELOpEZVELA @eyvind_c @pacoRobledo @navarro_Hector @elconsejomx @Cloux_na3 Hay algo ahí rarísimo. Como es eso que “el 1% de la gente trans tiene problemas para encontrar empleo” si históricamente la tasa de desempleo trans ha sido na-3 veces la tasa nacional de desempleo.,NP
890,@Rodrigoramsi Desde que estaba en la secundaria a todas mis amigas las traía locas el Ochoa,NR
891,"Siempre me da ganas de darle un chirulazo a esta mujer que parece travesti que siempre dice ""me brinca"" #LoQueLeHaceFaltaEsUnBuenBrinco",P
892,"#CrimenDeOdio 
Asesinan a golpes a homosexual, le apodaban ""La Barbie"" url url",NP
893,No se puede con El Jota Ce url,NP
894,@Karnicero @altazor08 igual yo pero estoy más drogado qué jota circuitera  😂😂,NP
895,@rolandobanda entonces si eres gay?? Jajajaja,NP
896,"Radicales trans odiantes: “Las mujeres trans replican estereotipos de género, las mujeres son más que una apariencia”

** Mujer tiene cierta apariencia en anuncio **

Radicales trans odiantes: “¡así no son las mujeres! Si tiene esa apariencia DE SEGURO tiene pene, es patriarcal” url",NP
897,"Martes Coketo!!
Sigo buscando un Sexfriend de planta. #Besitos #Shemale #LadyBoy #Tvs #Tranny #Trans #puebla url",NP
898,"@dani_moreno15 @YouTube Tu dile esto: ""Si Dios es todo, también es trans"".
Y me reportas del pantallazo azul.",NP
899,"@TD_Deportes tus comentaristas tan lame huevos con tigres, asco hijos de puta. 

#Vengapumas !!! Chingadamadre !!",NR
900,"México hizo un 0800 de ""Infracción Transparente"" xq los inspectores de tránsito son todos unos ladrones hijos de puta. #UruguayEsElMejorpais",NR
901,"El mejor combustible del cerebro no es la glucosa es la grasa,obviamente las grasas trans NO.",NR
902,Hazme el favor de meterte los aranceles a productos mexicanos por el culo @realDonaldTrump y vas y chingas mil costales de tu puta madre.,NR
903,NADA con ninguna persona que le siga abriendo las puertas a espacios trans al porro PRDista de Valentina Thelema. url,NP
904,Jotos y proyectar con comida idioteces de la TV onda La Muerte de Sienta bien/SIDA síndrome de la muerte/Mujeres Asesinas/pink Flamingos.,NP
905,"Me rebasa ver como toooooodo lo que dicen de las mujeres trans es lo que decían de la gente gay y lesbiana en los 70s y 80s.

pero. Copy, paste &gt; menu ajustes &gt; “Cambiar grupo de personas”

Chequen “Hay que separar la TEORÍA LESBIAna del feminismo”: url",NP
906,"@sofiatuqueque @clarketo Querida, no quieras fundamentar tus prejuicios. Que haya hombres homosexuales, bisexuales y heterosexuales que lo practiquen no los hace la norma, o drogadictos, o promiscuos, o irresponsables, o infelices. Que tú encasilles a las personas por su orientación sí es peligroso.",NP
907,@IvethAmador @Malanipaulina @SmartFitMx @Alainwho @Cesarlindop pues. Hay quien se incomoda con la gente del norte. Y quien se incomoda con la gente con piel de color. Y quien se incomoda con las lesbianas. ¿Donde va a dar a parar todo esto? Baños para cada quien?,NP
908,"@AlmaDeliaMC Está este cuento que la gente es realmente mayoritariamente bisexual. Donde igual hay gente (minoría) heterosexual y gente (minoría) homosexual.

La gente hetero entiende y empatiza con la gente homosexual.. sabe qué hay un grupo de gente que simplemente no erotizas.",NP
909,"#LoMásLeído  » Interrumpe la boda de su amante, vestida igual que la novia url",NR
910,Richard Ruiz reconoce que la afición de Cruz Azul tiene derecho en asistir al estadio vestida de negro #HechosAM url,NR
911,"Tampoco nos han podido sacar de la ciencia, política, computación, activismo.
Acá seguimos en YouTube, Twitch, Mixer y en la medicina.
También en la Radio, cine, tele.

En escuelas, universidades. ¿Docentes trans? Más que nunca (muches enseñan Género, ni de ahí lograron sacarnos)",NP
912,@alessandro_o_d cisgenero es cuando no eres trans url,NP
913,"Distinguir entre Travesti y mujer Transexual no es un ""Don mágico"", nuestro Blogger #TransSensual te lo explica url",NP
914,Si quieres que te amén con url Cásate con una url url,NP
915,"[ L E N C E R I A ] 🔥

Liguero de encaje. Disponible en blanco y en negro. $450 MXN. 

#liguero #garter #lenceria #lingerie #encaje #lace #underwear #ropainterior #sexy #gay #hombre #underwearmen #gayunderwear #gayregio #gaymonterrey #gaymexico #MitrasCentro #Monterrey #México url",NP
916,@monotypebug Que de paso.. la terapia hormonal no se inventó NI DE LEJOS para las personas trans.,NP
917,"Ante la terrible y discriminatoria decisión de Trump sobre la entrada de personas transgénero al Ejército, recordemos este tuit url",NP
918,"Soltero maduro, joto seguro

-Mi tía Paz",P
919,Un amigo pensó que era lesbiana☹️☹️,NP
920,"JuanGa nunca dijo en público que era gay pero usaba lentejuelas y todos dijeron A LA VERGA, LAS LENTEJUELAS SON SOLO pA' JOTOS.",NP
921,"Con el etiquetado anterior GDAs casi nadie notaba ni sabía que productos contenían “grasas trans”, muy dañinas para la salud. Ahora es muy fácil identificarlos. 
La industria de #comidachatarra por eso se opone con tanta fuerza a este sistema de etiquetado. 
#EtiquetadoClaroYa url",NR
922,Hola soy una chika trans inter con lugar para pasarla riko soy scort tengo contenido ala venta o videollamada al desnudo msj al privado url,NP
923,Feliz cumpleaños a una de mis feministas favoritas. Aunque no crea en la utopía queer :p url,NP
924,"@goliveros Ya la sobrepasé, soy longeva. La expectativa de vida de la mujer trans es 35.",NP
925,@SlurpSlurping @clefenby @hecttoressau Nop. El nivel de Testo en mujeres trans es 4x MENOS que el de una mujer Cis. Literal “anti-doping”. Tomamos BLOQUEADORES de testosterona.,NP
926,puta madre. puta madre url,NR
927,"@carlosjuareznana @TMFCoficial @ClubSantos para mi que @deciodemaria y @Irarragorri son mayates por eso a todo le dice que si, me causan asco",P
928,@nathaaliecow Eso es por que están locas,NR
929,"@mariablancasru4 FELIZ CUMPLEAÑOS MI RARITA 
disfruta este dia al maximo nena te adoro (ahun estas chica no creas que ya eres grande)🎉🎉🎉🎁🎁🎁",NR
930,Jajaja recordé que te gustan los niños 🙊🙈😝😁😂😍😘💋 creo que shi eres gay 😵😆😆 @Norbac77 TQM #lachicadeneza,NP
931,"Mens Underwear. ""Lo mejor está dentro de ti"". 5560743631 #whatsa00 #men #underwear #menudeo #mayoreo #gay  #menstore #bulge #bathingsuit url",NP
932,"@lapizzlazzulli @WRadioColombia estás confundiendo ""Trans"" con ""homosexual"". No es lo mismo.",NP
933,"Se acuerdan de mi tuit:
“Tu puta madre es mi animal mitológico favorito”
¿Será conveniente rescatarlo del olvido en estos tiempos electorales?
Confirmen.
Merci.",NP
934,"pinche perro empute que traigo porque me tocó atender a una pendeja con el cubre bocas como bufanda, puta madreeee",NR
935,"Y estudios sociales en el tema trans deportivo m, ya que la transfobia aun sigue siendo la principal causa para la negación de derechos a las mujeres trans, recordemos que la presión y rechazo social orillaron a Justin Fashanu en 1998 a quitarse la vida",NP
936,"Crimen de 3 soldados que resguardaban rancho de candidato del @pRI_nacional ejecutado en Tierra Caliente, “es una afrenta contra todo el Estado mexicano”: expresa subsecretario de @SEDEnamx, Roble Granados Gallardo en ceremonia realizada en cuartel del na7 BI en #Iguala #Guerrero url",NR
937,Con tanta pinshi morra buena en Instagram es imposible no ser turbo lesbiana.,NP
938,"@Ana_Trina @roberthcastano Esta plática siempre es re misogina en general por que casicasi asume
- las mujeres son inferiores al hombre
- transicionar es fácil y la gente lo hace por hacer trampa y ganar
- el proceso hormonal de la mujer trans NO pierde masa muscular
- los hombres trans no existen",NP
939,¿Qué tipo de lesbiana sería?,NP
940,Siempre bien vestida con #KarlozZermeno Sigan la cuenta de mi amigo en Instagram! Tiene atuendos hermosos para cualquier ocasión 😍❤️🙌🏻 url url,NR
941,"Nodal es la lesbiana intensa de la relación.

Siono.

@elnodal @belindapop url",P
942,"Sktch:  "" Una url""  para los adictos al celular ajajaja! @raquelgarzac @barbaraig vestida de wi la @juanfrese",NP
943,"Queridos, para la gente trans o interesados. Les comparto y SÚpER recomiendo.
Coordinado por @psicoanalisisDF 🌈 url",NP
944,"@pablolmoran - por eso Rupaul’s es tan importante. Es des los pocos show masivos donde la gente se EMpODERA al ser LGBT+ (pero falllta, checa como las pelis de temas trans todas son sufridas, no hay excepto en DOS casos contenidos trans donde pOR TRANSICIOnaR a la gente le va mejor)",NP
945,"por puto, por joto, porque así es Méurl lo sé. #Must por el maestro @fdelcollado url vía @mexicopuntocom",P
946,"@LucasOrozcoF @punkecitp Yo todo lo que hice fue decir en voz alta que soy mujer trans, que soy súper feliz por esto.. y los medios enloquecieron.

¿COMO ALGUIEN pUEDE SER TRANS Y FELIZ?

.. y acá estamos.",NP
947,¿Y? ¿Eso me evita que sienta el puto calor? url,NR
948,Una vaina loca que me da 🎵 url,NR
949,"@_maiya_ @kop_cof @ArturoGonzale30 @Claudiashein Correcto! Es una empresa del gobierno vestida de policía, pero si les pides apoyo, te garantizo que te responderán que ellos “no son policía” 🙄",NR
950,"@im_pauloz Sí, supongo que es trabajo de letal el maquillaje y aunque criticaron mucho el que ""no había drags"" yo siempre estuve a favor por el talento de los 4. 
Ojalá hagan más funciones 💖",NP
951,@montsee_Ad es lesbiana y le gusta lamerlas,NP
952,"@SoyGerardCortez @LaMorraLisa Ahhhh okay esque muchos andan culpabilizando (algunos fuertemente y otros con motivos razonables) a las dragas por no levantarse en contra de estos sitios que nomás no son seguros para la comunidad, está muy fuerte este pedo, esperemos la justicia ya haga algo",NP
953,"para ser marica hay que tener talento 
Y yo no lo tengo 
Y yo no lo tengo 
*lo chopean de todas sus categorías*",NP
954,"Iññaritu y DiCaprio: grabar en el frío es rudo
Redmayne: ser mujer Trans es rudo
Rock: ser negro es rudo 
Bienvenidos a los premios al azote",NP
955,"@lopezdoriga Maldito maricon , vergüenza de la naturaleza humana",P
956,Gay paradero na017 @ paseo de la Reforma url,NP
957,hoy la veo pero me caga. Es una peli del drama que hay para la gente transfóbica alrededor de alguien Trans url,NP
958,"No lo harán por lo sus posiciones controversiales respecto a los homosexuales en los 80's. El acto 28 decía ""shall not intentionally promote homosexuality or publish material with the intention of promoting homosexuality"" lo cual frenó la educación respecto al HIV en las escuelas url",NP
959,"@Ivanz_c @martibatres @fernandeznorona De esto los Diputados y Senadores no dicen nada, estan distrayendo con las Gays, con la rotulación de alimentos, lo importante ni en cuenta, SEGURIDAD, ECONOMÍA, no tirar el dinero en sus torpes programas populacheros.",NP
960,Chillo como mariquita :(  #TheWalkingDead #twdseason8  #Twd url,P
961,"@ladydenisse_ jajajajaja tas loca, creo que ya tomando las clases nos dicen cuales no me asustes jajajajja",NR
962,"@Rodrosv MIREN TODOS, RO DICE ENTENDER A LAS MUJERES TRANS. #ChistesDeBajaCalidad",NP
963,Ahora sí sude!!!! Amo los días de clase de Box en @hit560edregal 👊🏻💥😅 #SiTeCansasSigues @ HIT56 url,NP
964,Dieciocho días para entregar todo y prepararme para los exámenes de BI. Namames.,NR
965,Que puto calor.,NR
966,"@LiLHeathenMMA pinche joto maricon, decepcionante tu participación, jamás pagaría por verte nuevamente en el octágono",P
967,"@EnriqueEnVivo @jovitaladelweso  con respecto al frío, el tren trans siberiano suspende el servicio a -50°c",NR
968,Recap | ES —   Sacerdote paraguayo apoyó la unión homosexual url,NP
969,#Entérate Niña transgénero podrá usar baño de mujeres url,NP
970,"@copyNinja__ De paso, con esto que sea queer ya naturalmente alejas a los hombres tóxicos (por que masculinidad frágil) y te quedas adentro con los vatos chidos.",NP
971,"Según ellos, no. Chingos de religiosos me dicen que estamos interpretando mal, que el papa es pro Gay, etc etc. url",NP
972,"@VenegasJ7 Salió con las típicas pendejadas de que el matrimonio debe de ser con el sexo puesto para poder reproducirnos, que entre mismo sexo no se puede,que eduquemos bien a nuestros hijos para que no ""se hagan gays"", que antes no existían esas cosas, 😂 o sea chtm",NP
973,@albornoz_mx @Javier_Corral En mi tierra se les dice “joto” sin animo de ofender a la comunidad LGBT,P
974,@elpolen_ no tengo vidas mariquita. Mándame tú.,NP
975,"Nunca he visto Rupaul Drag Race, pero últimamente me está llamando mucho la atención 👀",NP
976,"@copyNinja__ Es el dilema transodiante. Como no hay como comprobar género.. siempre que hacen cosas pa’ excluirnos, se excluyen ellas.

SAQUEN A LAS TRANS DEL BAÑO acaban sacando a mujeres Cis con cabello corto

NO MÁS TRANS EN EL DEpORTE acaban compitiendo mujeres Cis contra hombres trans",NP
977,"¿Se acuerdan de nuestro argumento gay de ""si no te gusta el matrimonio homosexual, no te cases con alguien de tu mismo sexo""? pues bien, amigays, ahora pueden aplicarlo en ""si no te gustan las relaciones abiertas, no tengas una"" y fin ☝🏼😌",NP
978,"Te invitamos conozcas como en la #CDMX trabajamos por el trato igualitario, eliminado la discriminación @COpRED_CDMX url",NP
979,Lectura para este fin de semana. Rico. #Vampiro de la colonia #Roma. #gay #gayliterature #lgbt #México #gaylife url,NP
980,"Pobrecitos niños y papás que no están informados. Existe la intersexualidad, y eso no es cambio de género ni mucho menos ser transgénero, es una condición de vida que por definición es infértil. Los pequeños que lo tienen deben aceptarse y adaptarse a vivir tal cual situación🙂 url",NP
981,"@AlexDiazArch @TapiaEsteban9 @C_Ratia10 @Marianagrl Claro que si, hijos de perra cuando están cuando están acompañados es donde les sale lo valiente putos policías.",NR
982,"perdón jefa, te salí BI.

BIen adicto a las madres solteras.",NR
983,"Cuando leo un post que dice que el papa no juzga gays, me acuerdo su chamba deriva de un libro donde es penado con la muerte ser homosexual.",NP
984,"Oh vaya. LasTesis se pronuncian luego que en México excluyeran a gente trans del #UnVioladorEnTuCamino (parece fue el único país donde esto sucedió)

No sé. Da 💞 url",NP
